Character_ID,Character_Name,Species,House,Parents,Siblings,Spouse,Children,Status,Weapon of Choice,Place of Death,Notable Kills,Lore,ImageURL,House_URL
CH161,Ned Stark,Human,House Stark,Lord Rickard Stark and Lady Lyarra Stark,"Brandon Stark, Benjen Stark, and Lyanna Stark",Catelyn Stark,"Robb, Sansa, Arya, Bran, Rickon, Jon Snow (claimed, not biological)",Dead,Ice – Valyrian steel,"Great Sept of Baelor, King's Landing",Arthur Dayne,"Warden of the North, hand of the king, and father of wolves.
Eddard Stark was honor made flesh, the last man in Westeros who still believed in truth.
He brought justice to chaos and paid for it with his head.
His death broke the realm and lit the spark of war.
But his legacy lived on—in the snows of Winterfell, in the hearts of his children, and in the silence of his final word.",,
CH162,Ned Umber,Human,House Umber,Not Available,Not Available,Not Available,Not Available,Dead,Not Available,Winterfell,Not Available,"The Greatjon's heir, a boy cast into war too soon. Betrayed by the Boltons, his twisted end on the wall of Winterfell was a macabre warning to the living from the dead.",,
CH163,Night King,Undead,White Walker,Not Available,Not Available,Not Available,None,Dead,"Ice spear, ice sword","Godswood, Winterfell","Viserion, Theon Greyjoy","He was never named, never crowned. The Night King was death given purpose, the cold made flesh.
Forged by the Children of the Forest, he turned upon his makers and marched upon the living.
He raised armies with a gesture, shattered men with silence.
But in the end, it was not steel or fire that slew him—it was a girl with no name, and a blade of ancient steel.",,
CH164,Night's Watch brother,Human,Night's Watch,Not Available,Not Available,None,None,Dead,Sword or dragonglass,Various,Not Available,"Bound by oath, clad in black, they watched while others lived.
They fought wildlings, wights, and themselves. Some were criminals, others broken men seeking purpose.
They stood on the edge of the world and held the line—until it held them no longer.
Many died unknown. But their vigil shaped the fate of kings.",,
CH165,Night's Watch mutineer,Human,Night's Watch,Not Available,Not Available,None,None,Dead,Sword or daggers,Craster's Keep,Not Available,"Oathbreakers and murderers, they slit the throat of their Lord Commander beneath the moon.
They feared change more than death.
But vengeance came swiftly, cloaked in wolf and fire.
Their names are dust, and the Wall forgets traitors.",,
CH166,Night's Watch recruit,Human,Night's Watch,Not Available,Not Available,None,None,Dead,Not Available,The Wall,Not Available,"Bound in black, but not always by choice. Many came to the Wall seeking redemption or fleeing justice. Few found glory; most found death. All left their names behind.",,
CH167,None,None,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Not all stories are told. Not all names are remembered.
Some die in silence. Some never lived at all.
But the realm turns still, and the space they leave behind echoes louder than their deeds.",,
CH168,Nymeria Sand,Human,Sand Snakes,Oberyn Martell,Sand Snakes,None,None,Dead,Not Available,Crownlands,Not Available,"One of Oberyn Martell’s bastard daughters — the Sand Snakes. Deadly with a whip and sharper of tongue, she fought for vengeance and Dornish pride, until Cersei’s dungeon silenced her legacy.",,
CH169,Obara Sand,Human,Sand Snakes,Prince Oberyn Martell and an Oldtown whore,"Nymeria Sand, Tyene Sand, and other Sand Snakes​",Not Available,None,Dead,Spear,Crownlands,Not Available,"Daughter of Oberyn Martell, fierce and furious. She wielded her spear with the rage of a bastard unrecognized, a warrior born of war.
She sought vengeance for her father and helped bring ruin to Dorne.
But vengeance burns without care, and Obara died by the same blade she lived by—struck down in silence, remembered in wrath.",,
CH170,Oberyn Martell,Human,House Martell,Not Available,"Doran Martell, Elia Martell",Ellaria Sand,8 daughters (Sand Snakes),Dead,Not Available,Dorne,Not Available,"The Red Viper of Dorne — lover, fighter, poet of poison. His duel with the Mountain became legend: a dance of vengeance, a tale of triumph turned horror in one brutal crush.",,
CH171,Olenna Tyrell,Human,House Tyrell,Lord Runceford Redwyne,Viola Redwyne​,Not Available,Luthor Tyrell (implied),Dead,Poison and Sass,Highgarden,Not Available,"The Queen of Thorns, sharp of tongue and sharper of wit.
Lady Olenna moved through court like a blade in a bouquet, cutting down fools and flatterers alike.
She loved her family fiercely and would burn kingdoms to protect them.
When her time came, she drank poison and smiled—then confessed to killing a king.
She died as she lived: unbowed, unbroken, unforgettable.",,
CH172,Olly,Human,None,Unnamed parents (killed by Wildlings),None,None,None,Dead,Crossbow,Castle Black,Ygritte,Young boy whose family is slaughtered by wildlings. Betrays and kills Jon Snow,,
CH173,Olly's mum,Human,None,Not Available,Not Available,Not Available,Olly,Dead,Not Available,Gift,Not Available,"A mother of the Gift, slain by wildlings under Tormund’s banner. Her death lit the fire of vengeance in her son, stoking the blade that would one day pierce Jon Snow’s heart.",,
CH174,Orell,Human,Free Folk,Not Available,Not Available,None,None,Dead,Not Available,Beyond the Wall,Not Available,"A wildling skinchanger, bound more to his eagle than his kin. Suspicious of Jon Snow and rightfully so, his death came with betrayal on his lips and hatred in his eyes.",,
CH175,Osha,Human,Free Folk,Not Available,Not Available,None,None,Dead,Knife or short blade,Winterfell,Not Available,Hot Wildling Chick,,
CH176,Oswell Whent,Human,House Whent,Not Available,Not Available,Not Available,None,Dead,Sword (Kingsguard),Tower of Joy,Not Available,Member of the Kingsguard under Aerys II (the Mad King).,,
CH177,Othell Yarwyck,Human,Night's Watch,Not Available,Not Available,None,None,Dead,Not Available,Castle Black,Not Available,"The master builder of the Night’s Watch — steady, practical, loyal. He voted against Jon’s wildling alliance, and though he betrayed his Lord Commander, he met his fate with grim resolve.",,
CH178,Othor,Human,ex.Night's Watch,Not Available,Not Available,None,None,Undead,Not Available,Beyond the Wall,Not Available,"Once a ranger of the Night’s Watch, his corpse rose under the Night King’s will. His icy attack was one of the first signs of the dead’s return — a whisper of the storm to come.",,
CH179,Peasant,Human,None,Not Available,Not Available,Not Available,Not Available,Dead,Farming tools,Various,Not Available,Common citizen of Westeros,,
CH180,Peasants,Human,None,Not Available,Not Available,Not Available,Not Available,Dead,Farming tools,Various,Not Available,Common citizens of Westeros,,
CH181,Petyr Baelish,Human,House Baelish,Lord Baelish,Not Available,Not Available,None,Dead,"Dagger, manipulation",Winterfell,Not Available,"Little Finger, Lord of coin, master of whispers, spider of ambition. Petyr Baelish rose from nothing with a smile and a dagger behind his back.
He sowed the seeds of war, betrayal, and chaos—for in chaos, he climbed.
He loved Catelyn Stark, and when he could not have her, he twisted the world to destroy her family.
But the North remembers. And Sansa Stark watched the web from within.
When it was time, she cut the spider down with his own lies.",,
CH182,Pigeon,Pigeon,Animal,Not Available,Not Available,Not Available,Not Available,Dead,Not Available,Not Available,Not Available,"Meek denizens of the capital, scavenging between slaughters. Beasts of habit, they became symbols of starvation and survival during King’s Landing’s darkest days.",,
CH183,Podrick Payne,Human,House Payne,Not Available,Not Available,None,None,Alive,Sword,Winterfell,Ser Mandon Moore,"Squire to knights and a knight in spirit, Podrick Payne was loyalty wrapped in awkward armor.
He stood beside Tyrion, Brienne, and honor itself, surviving battles with more heart than skill.
He killed when needed, sang when asked, and guarded a dream that knighthood still meant something.
At war’s end, he rode into legend—not as a hero, but as one who helped them live.",,
CH184,Polliver,Human,None,Not Available,Not Available,None,None,Dead,Needle,Riverlands,Lommy Greenhands,"A Lannister man with a cruel streak and a longer sword.
He took Arya’s sword, Needle, and her innocence in one swing.
He mocked, killed, and rode through the Riverlands like a petty lord of suffering.
But names have power, and Arya whispered his into the dark.
She took back Needle—and his life—with quiet vengeance.",,
CH185,Prendahl na Ghezn,Human,Second Sons,Not Available,Not Available,None,None,Dead,Not Available,Astapor,Not Available,"Captain of the Stormcrows, greedy and arrogant. He refused Daenerys’s offer and paid the price when Daario presented his head along with his loyalty.",,
CH186,Prisoner,Human,None,Not Available,Not Available,Not Available,Not Available,Dead,Not Available,Yunkai,Not Available,"Nameless, faceless, and forgotten. Whether shackled beneath Red Keep or held by wildlings, their stories are lost to the silence of stone and time.",,
CH187,Pyat Pree,Human,Warlock of Qarth,Not Available,Not Available,None,None,Dead,"Sorcery, illusions",Qarth,Not Available,"A warlock of Qarth, his lips blue with magic and deceit.
He offered illusions, whispered prophecy, and sought to bind dragons in chains.
His tower of shadows turned to ash when Daenerys saw through the trickery.
He burned with a scream like parchment catching flame—proof that magic without wisdom ends in smoke.",,
CH188,Pypar,Human,Night's Watch,Not Available,Not Available,None,None,Dead,Sword,Castle Black,Not Available,"Called Pyp, he was small of frame but great of loyalty.
He laughed through fear, followed Jon Snow through frost and flame, and died at the Wall defending the realm.
A boy from the streets, he died a man of the Night’s Watch.
And the Watch remembers.",,
CH189,Qhorin Halfhand,Human,Night's Watch,Not Available,Not Available,None,None,Dead,Sword,Fist of the First Men,Not Available,"A ranger of legend, cold as stone and just as resolute.
He taught Jon Snow what it meant to be loyal to the living, not the law.
When capture meant compromise, he chose death—and made Jon his executioner.
He fell with honor, and rose in memory as the man who saved the Watch from within.",,
CH190,Qotho,Human,Dothraki,Not Available,Not Available,None,None,Dead,Not Available,Vaes Dothrak,Not Available,"A bloodrider of Khal Drogo, fierce and unforgiving. His refusal to bow to sorcery cost him his life — cut down by Jorah’s steel, his death sealed Drogo’s fate.",,
CH191,Qyburn,Human,None,Not Available,Not Available,None,None,Dead,Experimentation,Qyburn's Laboratory,Not Available,"Once a maester, stripped of chain and title for dark experiments.
Qyburn cared not for life, only what it could endure.
He stitched the Mountain into a monster, whispered into queens’ ears, and made death walk again.
His science outlived his soul—until Cersei’s world crumbled, and his creations turned on him.",,
CH192,Rakharo,Human,Dothraki,Not Available,Not Available,None,None,Dead,Not Available,Vaes Dothrak,Not Available,"A loyal Dothraki rider to Daenerys, fierce in battle and faithful in heart. His death was a cruel message from rival khals — his head returned in a pouch, his honor intact but body defiled.",,
CH193,Ralf Kenning,Human,Ironborn,Not Available,Not Available,None,None,Dead,Not Available,Torrhen's Square,Not Available,"A knight of House Kenning of Kayce. Present at the siege of Meereen, his minor role in great events proved that not all knights are sung of — some simply die forgotten.",,
CH194,Ramsay Bolton,Human,House Bolton,Roose Bolton,Not Available,Sansa Stark (Annulled),None,Dead,Torture tools,Winterfell,"Roose Bolton, Rickon Stark","The Bastard of Bolton, dread made flesh.
He flayed for sport, hunted women, broke men with hounds and smiles.
He claimed Winterfell with terror, wed Sansa Stark in horror, and ruled with madness.
But even monsters meet wolves. And in the end, his own beasts devoured him—master turned meat.",,
CH195,Randyll Tarly,Human,House Tarly,Not Available,Not Available,Melessa Florent,"Samwell Tarly, Dickon Tarly",Dead,Not Available,Horn Hill,Not Available,"Lord of Horn Hill, father to Sam, and wielder of the ancestral greatsword Heartsbane. Ruthless in discipline and tradition, his pride burned with him when Daenerys brought dragonfire to justice.",,
CH196,Rast,Human,Night's Watch,Not Available,Not Available,None,None,Dead,Crossbow,Craster's Keep,Not Available,"A coward behind blades, cruel to the weak.
He tormented Samwell, mocked Jon, and betrayed the Night’s Watch.
At Craster’s Keep, he drank blood and pretended it was power.
Ghost found him, and justice tore out his throat.",,
CH197,Rat,Rat,None,Not Available,Not Available,None,None,Dead,Not Available,Winterfell,Not Available,"A symbol of plague and decay, rats scurried through the dark corners of cities and keeps alike, thriving on the spoils of human conflict. Ever-present, ever-feared.",,
CH198,Razdal mo Eraz,Human,Yunkai noble,Not Available,Not Available,None,None,Dead,Not Available,Meereen,Not Available,"A self-important envoy from Yunkai, clad in silks and arrogance. He offered gold for peace, but Daenerys gave him only fire and chains. His fate was sealed by defiance.",,
CH199,Reek,Human,House Greyjoy,Balon Greyjoy and Alannys Harlaw,"Rodrik, Maron, and Yara House Greyjoy",Not Available,None,Dead,None,Winterfell,Not Available,"He was Theon, once. Proud, foolish, House Greyjoy.
Then Ramsay broke him—mind, body, name.
As Reek, he trembled, obeyed, survived. But deep in the ash, a spark remained.
He saved Sansa, found courage, and died for the Starks—half-forgiven, half-free.",,
CH200,Renly Baratheon,Human,House Baratheon,Steffon Baratheon & Cassana Estermont,"Robert, Stannis",Margaery Tyrell,None,Dead,Not Available,Storm's End,Not Available,"Youngest Baratheon brother, charming and beloved. His dreams of kingship were snuffed out by a shadow with Stannis’s face, leaving behind a ghost of what might have been.",,
CH201,Rennick,Human,House Lannister,Not Available,Not Available,None,None,Dead,Not Available,Not Available,Not Available,"A minor character lost among major players, often listed among the dead with little tale to tell. A thread in the larger tapestry of Westeros.",,
CH202,Rhaegal,Human,Dragon,Daenerys Targaryen (Mother),"Drogon, Viserion",None,None,Dead,Not Available,Dragonstone,Not Available,"One of Daenerys's dragons, green and fierce. Rhaegal soared above battlefields and burned enemies to ash until a scorpion bolt from Euron's fleet sent him crashing into the sea.",,
CH203,Rhaego,Human,House Targaryen,Daenerys Targaryen & Khal Drogo,None,None,None,Dead,Not Available,Vaes Dothrak,Not Available,"The unborn son of Daenerys and Khal Drogo. Destined to be the Stallion Who Mounts the World, his life ended before it began, claimed by blood magic and grief.",,
CH204,Rickard Karstark,Human,House Stark,Not Available,Not Available,Not Available,"Harrion, Torrhen, Eddard Karstark",Dead,Sword,Karhold,Martyn Lannister,"A lord of the North, cold and vengeful.
When Lannisters killed his kin, he murdered boys in return.
Robb Stark executed him for it, knowing it would cost him the war.
Rickard died with honor in his eyes and vengeance in his heart.",,
CH205,Rickon Stark,Human,House Stark,Eddard Stark & Catelyn Stark,"Robb, Sansa, Arya, Bran, Jon (half)",None,None,Dead,Not Available,Winterfell,Not Available,"The youngest wolf, wild and untrained. Captured and betrayed, he met his end on a Bolton arrow, running for freedom across a field where mercy was never offered.",,
CH206,Rival Dothraki,Human,Dothraki,Not Available,Not Available,None,None,Dead,Arakh,Vaes Dothrak,Not Available,Generic title for Dothraki who challenge Daenerys or are part of opposing khalasars.,,
CH207,Robb Stark,Human,House Stark,Eddard Stark & Catelyn Stark,"Sansa, Arya, Bran, Rickon",Talisa Maegyr,None (in show),Dead,Sword,The Twins,Lannister soldiers,"Young Wolf, crowned in the North, led by justice—and slain by betrayal.
He never lost a battle, but he lost the war to love and pride.
He married for his heart, not his house, and paid with his life.
At the Red Wedding, they killed him, his queen, his wolf.
But the North remembers.",,
CH208,Robert Baratheon,Human,House Baratheon,Steffon Baratheon & Cassana Estermont,"Stannis, Renly",Cersei Lannister,"Joffrey, Myrcella, Tommen (assumed)",Dead,Not Available,King's Landing,Rhaegar Targaryen,"The usurper king, once a hammer in rebellion, now a bloated shadow of glory. Gored by a boar, he died with wine on his breath and regrets in his heart.",,
CH209,Robert Baratheon's illegitimate son (Barra),Human,House Baratheon,Robert Baratheon,None,None,None,Dead,Not Available,Flea Bottom,Not Available,"A babe born of fleeting lust, innocent and unaware. Slain in the purge of Robert's bastards, her tiny life snuffed out in a bed of betrayal.",,
CH210,Rodrik Cassel,Human,House Cassel,Not Available,Martyn Cassel,Not Available,None,Dead,Sword,Winterfell,Not Available,"A loyal sword, older than most, but sharper than many.
He served House Stark with beard and bellow, training boys to be men.
When Theon betrayed Winterfell, Rodrik refused to kneel.
He died on his knees, not in surrender, but defiance.",,
CH211,Roose Bolton,Human,House Bolton,Not Available,Not Available,Walda Frey (granddaughter of Walder Frey),Ramsay Bolton,Dead,Dagger,Not Available,Not Available,"Lord of the Dreadfort, Warden of the North after betraying the Starks (Red Wedding).",,
CH212,Rorge,Human,None,Not Available,Not Available,None,None,Dead,Not Available,Castle Black,Not Available,"A grotesque criminal, brutal and foul. Known for his violence and lack of nose, he terrorized the innocent until Arya struck him down with Needle.",,
CH213,Ros,Human,None,Not Available,Not Available,None,None,Dead,Not Available,King's Landing,Not Available,"A Northern girl turned courtesan in King’s Landing. Caught in the web of Littlefinger and the Lannisters, she rose swiftly and died cruelly, a pawn to the end.",,
CH214,Sam Tarly,Human,House Tarly,Randyll Tarly and Melessa Florent,Dickon Tarly and Talla Tarly,Not Available,"Samwell (Baby Sam, adopted)",Alive,Dragonglass,The Wall,White Walker,Bookish and kind brother of the Night’s Watch,,
CH215,"Sandor ""The Hound"" Clegane",Human,House Clegane,Not Available,Gregor Clegane,Not Available,None,Alive,Greatsword,King's Landing,"Mycah, Beric Dondarrion, Biter, Gregor ""The Mountain"" Clegane","A hound of fire, born scarred, lived bitter.
He killed for kings, spat on knights, and found a soul in protecting Arya.
He ran from fire, then walked into it.
At King’s Landing, he faced his brother, a monster born of the same house.
They fell together, fire consuming what steel could not.",,
CH217,Second Sun Mercenary,Human,Second Sons,Not Available,Not Available,None,None,Dead,Not Available,Meereen,Prendahl na Ghezn,"A blade for hire in a company sworn to coin, not cause. Many died when they chose gold over dragons and faced Daenerys's wrath.",,
CH218,Selyse Florent,Human,House Florent,Not Available,Ser Imry Florent,Not Available,Shireen Baratheon,Dead,Not Available,Castle Black,Not Available,"Queen to Stannis, mother to Shireen, but lover only to fire.
She worshipped the Lord of Light with fanatic devotion.
When her daughter burned at the stake, her faith cracked—and she hanged herself beneath a cold sky.
Her gods answered nothing.",,
CH219,Septa Mordane,Human,None,Not Available,Not Available,None,None,Dead,Not Available,King's Landing,Not Available,A stern but kind instructor to the Stark girls. Her lessons in courtesy could not save her from Lannister swords when the crown changed hands.,,
CH220,Ser Hugh of the Vale,Human,House of Arryn,Not Available,Not Available,None,None,Dead,Not Available,The Reach,Not Available,"A knight newly made, his pride as sharp as his lance. He died in a tourney, blood gurgling from a punctured throat, a lesson in hubris.",,
CH221,Shae,Whore,None,Not Available,Not Available,None,None,Dead,Not Available,King's Landing,Not Available,"Tyrion's lover turned betrayer. Her love, real or feigned, ended in a golden shroud as she was strangled by the man she once called ""my lion.""",,
CH222,Shaggydog,Direwolf,House Stark,Not Available,"Grey Wind, Lady, Nymeria, Summer, and Ghost",Not Available,Not Available,Dead,"Teeth, claws",Winterfell,Not Available,Rickon Stark's aggressive and protective direwolf.,,
CH223,Shireen Baratheon,Human,House Baratheon,Stannis Baratheon & Selyse Florent,None,None,None,Dead,Not Available,Dragonstone,Not Available,"A gentle soul with a scarred face, lover of books and Davos. Burned alive by her own father in sacrifice, her death turned banners to ash.",,
CH224,Smalljon Umber,Human,House Umber,Greatjon Umber,Not Available,Not Available,None,Dead,Sword,Winterfell,Not Available,"Big of body, louder of mouth. The Smalljon once pledged to the Boltons, handing over Rickon Stark.
But loyalty to monsters wins no battles.
He died at the Battle of the Bastards—torn down by wildlings, forgotten by his own.",,
CH225,Snake,Snake,Animal,Not Available,Not Available,Not Available,Not Available,Dead,Not Available,Not Available,Not Available,"A silent slither in the shadows, feared in many forms. Whether symbol or threat, it served as both omen and assassin.",,
CH226,Sons of the Harpy agent,Human,Sons of the Harpy,Not Available,Not Available,None,None,Dead,"Knives, short blades",Meereen,Not Available,Anti-Daenerys insurgent in Meereen,,
CH227,Stableboy,Human,None,Not Available,Not Available,None,None,Dead,Not Available,Winterfell,Not Available,"An innocent with straw-stained hands, caught in a tide of blood. His death, swift and unworthy of song, was another echo of war's cruelty.",,
CH228,Stag,Stag,Animal,Not Available,Not Available,Not Available,Not Available,Dead,Antlers,Not Available,Not Available,"The symbol of House Baratheon, wild and proud.
A stag felled Robert, a stag crowned Joffrey, a stag burned with Stannis.
It stood for fury—righteous, reckless, royal.
Now, it’s just a sigil on empty banners.",,
CH229,Stannis Baratheon,Human,House Baratheon,Steffon & Cassana Baratheon,"Robert, Renly",Selyse Florent,Shireen Baratheon,Dead,Sword - Lightbringer,Outside Winterfell,Renly Baratheon,"The one true king claimant. Duty was his god, law his blade.
Stannis, rightful heir, rightful fool.
He burned his daughter for the war, marched on Winterfell in snow and silence.
His army crumbled, his queen died, and Brienne of Tarth brought justice to his stubborn bones.",,
CH230,Stark Soldier,Human,House Stark,Not Available,Not Available,None,None,Dead,Sword,Not Available,Not Available,"Men of the North, sons of snow and stone.
They followed Robb to war, died at the Twins, and rose again for Jon Snow.
They fight not for power, but for the name Stark—and that name does not fall.",,
CH232,Stark staff member,Human,House Stark,Not Available,Not Available,None,None,Dead,Not Available,Winterfell,Not Available,"Anonymous faces behind the Stark name, loyal to Winterfell. Some died in Theon’s betrayal, others in the battle to reclaim their home.",,
CH233,Stiv,Human,Free Folk,Not Available,Not Available,None,None,Dead,Not Available,Winterfell,Not Available,"A wildling scout, fierce and fleeting. He perished in the shadow of the Wall, one of many swallowed by the frozen North.",,
CH234,Stone Man,Human,Former Human,Not Available,Not Available,None,None,Dead,Not Available,Valyria,Not Available,"Afflicted with greyscale, exiled to the ruins of Valyria. Once men, now monsters in tattered flesh, they live only to spread their curse.",,
CH235,Styr,Human,House Thenn,Not Available,Not Available,None,None,Dead,Axe,Castle Black,Not Available,"Magnar of Thenn, a war-chief of bone and flame.
He led cannibal clans through the Wall, savage in battle, silent in death.
He fought Jon Snow and met his end at the gates of Castle Black—his skull cracked like stone.",,
CH236,Summer,Direwolf,House Stark,Not Available,"Grey Wind, Lady, Nymeria, Shaggydog, and Ghost",Not Available,Not Available,Dead,"Teeth, claws",North of the Wall,Not Available,"Bran’s wolf, swift and silent.
He saw through Summer’s eyes, ran in his body, fled into the dark.
At the cave of the Three-Eyed Raven, Summer stood alone against death.
He died so the future could live.",,
CH237,Syrio Forel,Human,Braavosi,Not Available,Not Available,None,None,Unknown,Not Available,King's Landing,Not Available,"The First Sword of Braavos, dancing master to Arya Stark. Whether dead or surviving in legend, his wooden blade defied steel with grace.",,
CH238,Talisa Stark,Human,House Maegyr,Not Available,Not Available,Robb Stark,Unborn child,Dead,Not Available,The Twins,Not Available,"A healer turned queen, she brought love to Robb Stark. Her unborn child and her life were ended in the Red Wedding’s cruel crescendo.",,
CH239,Tansy,Human,None,Not Available,Not Available,None,None,Dead,Not Available,Not Available,Not Available,"A girl mentioned in dark whispers and cruel memories, her name a scar upon the pasts of those who wronged her.",,
CH240,The Copper King,Human,Qarth Merchant,Not Available,Not Available,None,None,Dead,Not Available,Qarth,Not Available,"A merchant prince of Qarth, clad in shining wealth. One of the Thirteen, his ambition met dragonfire in Daenerys’s purge.",,
CH241,The Masters Soldier,Human,Slaver,Not Available,Not Available,None,None,Dead,Sword or spear,Meereen,Not Available,"Clad in polished bronze, obedient to cruelty.
They fought to keep chains on throats and coins in coffers.
When Daenerys came, they died screaming under dragonfire.
No names, no graves—only ash.",,
CH242,The Silk King,Human,Qarth Merchant,Not Available,Not Available,None,None,Dead,Not Available,Qarth,Not Available,"Refined and scheming, a ruler of commerce. His silky robes could not shield him from the wrath of a queen tired of masks.",,
CH243,The Silver,Human,Horse,Not Available,Not Available,Not Available,Not Available,Unknown,Not Available,Qarth,Not Available,"A Dothraki steed of legend, gifted to Daenerys. Graceful and proud, it carried a khaleesi into battle and prophecy.",,
CH244,The Spice King,Human,Qarth Merchant,Not Available,Not Available,None,None,Dead,Not Available,Qarth,Not Available,"One of Qarth’s elite, bold in word but cowardly in deed. He mocked Daenerys, only to be consumed by the fire he doubted.",,
CH245,The Tickler,Human,Not Available,Not Available,Not Available,Not Available,Not Available,Dead,"Torture tools, knife",Harrenhal,Not Available,"A torturer of Harrenhal, fond of questions and screams.
He asked where gold was hidden and flayed those who could not answer.
Arya remembered.
She whispered his name to death—and he died twitching, unknowing why.",,
CH246,Thenn raider,Human,Thenn,Not Available,Not Available,Not Available,Not Available,Dead,Primitive weapons,Castle Black,Not Available,"Bald, branded, brutal.
The Thenns raided with bone weapons and boiled flesh.
They marched with Mance, fell at Castle Black, and bled beneath Jon’s sword.
Savage, but not forgotten.",,
CH247,Theon Greyjoy,Human,House Greyjoy,Balon Greyjoy and Alannys Harlaw,"Rodrik, Maron, and Yara Greyjoy",None,None,Dead,"Sword, crossbow",Winterfell,Rodrik Cassel,"Prince of Pyke, ward of Stark, traitor of both.
He burned Winterfell, lost himself, became Reek.
But even ash remembers fire.
He saved Sansa, fought the dead, and died protecting Bran.
He died a Stark, not a House Greyjoy—and that made all the difference.",,
CH248,Thoros,Human,Not Available,Not Available,Not Available,Not Available,Not Available,Dead,Not Available,Winterfell,Not Available,"Thoros A red priest with a flaming sword and a heart that doubted. He brought Beric back from death again and again, until his own flame flickered out.",,
CH249,Three-eyed Raven,Seer,Not Available,Not Available,Not Available,Not Available,Not Available,Dead,Not Available,King's Landing,Not Available,"The seer beyond time, once a man, now memory incarnate. He guided Bran through visions and fate, a living whisper of the old gods.",,
CH250,Tommen Baratheon,Human,House Targaryen,Cersei Lannister and Jaime Lannister,Joffrey and Myrcella Baratheon,None,None,Dead (suicide),suicide,Castle Black,Not Available,"A boy-king caught in a crown too heavy.
Kind, soft-spoken, swayed by mother, wife, and Faith.
When Cersei burned the Sept, he stepped from the window—peaceful as a falling leaf.
He ruled nothing, not even his own fate.",,
CH251,Tormund Giantsbane,Human,Giantsbane,Not Available,Not Available,Not Available,Not Available,Alive,"Axe, Melee",Winterfell,Not Available,"A wildling with a giant’s name and a heart bigger still.
He laughed through blood, fought for freedom, and followed Jon Snow into the cold.
They said he lay with bears and bathed in snow.
He lived because he knew when to fight—and when to laugh.
The fire in him never died.",,
CH252,Torrhen Karstark,Human,House Karstark,Rickard Karstark,Not Available,Not Available,Not Available,Dead,Not Available,Winterfell,Not Available,"Son of Rickard Karstark, lost in vengeance and war. His name faded with his house, a footnote in the fall of the North.",,
CH253,Tribesman,Human,Not Available,Not Available,Not Available,Not Available,Not Available,Dead,Primitive weapons,Winterfell,Not Available,"Hill clans, savage in name, savage in life.
They fought for the highest bidder—Tyrion bought their loyalty with blood and gold.
When war ended, they vanished back to the hills, richer and louder than ever.",,
CH254,Trystane Martell,Human,House Martell,Doran Martell,Not Available,Not Available,Not Available,Dead,Not Available,Dorne,Not Available,"Prince of Dorne, gentle and diplomatic. Slain by the Sand Snakes, his dreams of union with Myrcella ended in blood on a ship.",,
CH255,Tyene Sand,Human,Sand Snakes,Prince Oberyn Martell and an unnamed septa,Other Sand Snakes (half-sisters),Not Available,None,Dead,"Daggers, poison",Dorne,Maester Caleotte,"Youngest of the Sand Snakes, lovely and lethal.
She smiled with poison on her lips, striking with kindness and cruelty alike.
In Cersei’s dungeon, chained beside her dying mother, she learned the taste of silence.
She died slowly—without touch, without air, without mercy.",,
CH256,Tyrion Lannister,Human (Dwarf),House Lannister,Tywin Lannister and Joanna Lannister,"Cersei Lannister, Jaime Lannister",Not Available,None,Alive,Crossbow,King's Landing,"Shae, Tywin Lannister","The Imp. The Halfman. The lion with the mind of a dragon.
He drank, he schemed, he spoke truths no one wanted to hear.
He killed his father, freed his brother, and counseled queens.
He saved cities and burned bridges.
In the end, he chose peace over vengeance—and survived them all.",,
CH257,Tywin Lannister,Human,House Lannister,Tytos Lannister,"Kevan Lannister, Genna Lannister",Joanna Lannister,"Jaime, Cersei, Tyrion",Dead,Not Available,King's Landing,Not Available,"The lion of the Rock, architect of power. Killed on the privy by his own son, his death broke the spine of Lannister dominance.",,
CH258,Umber Soldier,Human,House Umber,Not Available,Not Available,Not Available,Not Available,Dead,Sword,Winterfell,Not Available,"From the Last Hearth, hard as the ground they tilled.
They fought for Stark, then Bolton, then death itself.
When the Night King came, they fell—children pinned to walls, bodies burned.
But the North remembers even the betrayed.",,
CH259,Unamed Dwarf,Human,Not Available,Not Available,Not Available,Not Available,Not Available,Dead,Not Available,Volantis,Not Available,"Mocked and misused in cruel jests, a shadow of Tyrion's stature. Slain for spectacle, forgotten in purpose.",,
CH260,Unborn Stark child,Human,House Stark,"Robb Stark, Talisa Stark",Not Available,Not Available,Not Available,Dead,Not Available,Winterfell,Not Available,"Never saw winter, nor name, nor love. A casualty of treachery in a mother’s womb, lost to the Red Wedding’s final betrayal.",,
CH261,Undead Polar Bear,Undead Polar Bear,Not Available,Not Available,Not Available,Not Available,Not Available,Undead,"Teeth, claws",Beyond the Wall,Thoros,Reanimated polar bear used by the White Walkers; a deadly creature beyond the Wall.,,
CH262,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Some names are lost. Some never spoken.
But every grave holds a story, and every silence echoes louder than truth.
They were. That is enough.",,
